,Unnamed: 0,City,Country,Continent,Nodes,Edges,Essential edges,Self-loops,3-paths,Triangles,4-paths,4-complete,4-star,Squares,Diamonds,Tadpoles,Population
226,226,Maceio,Brazil,South_America,21929.0,55537.0,30147.0,121.0,61815.0,908.0,125551.0,0.0,26505.0,3020.0,51.0,3263.0,
227,227,Campinas,Brazil,South_America,35899.0,91905.0,52674.0,276.0,114304.0,2434.0,244106.0,1.0,52059.0,6452.0,132.0,9296.0,1061540.0
228,228,Aracaju,Brazil,South_America,14871.0,37327.0,21676.0,71.0,46285.0,692.0,98507.0,1.0,20325.0,2824.0,42.0,2492.0,571149.0
229,229,Feira_de_Santana,Brazil,South_America,23411.0,60913.0,32133.0,137.0,65073.0,831.0,130392.0,0.0,26915.0,3061.0,47.0,2898.0,510635.0
230,230,Cuiaba,Brazil,South_America,21555.0,58749.0,31887.0,87.0,69977.0,1107.0,152374.0,2.0,32435.0,4608.0,93.0,4380.0,
231,231,Porto_Alegre,Brazil,South_America,35618.0,87155.0,49855.0,107.0,107196.0,1690.0,229252.0,2.0,51382.0,5424.0,215.0,7724.0,1409351.0
232,232,Rosario,Argentina,South_America,19647.0,47676.0,32308.0,60.0,80400.0,830.0,201346.0,1.0,44555.0,7282.0,71.0,3798.0,1118905.0
233,233,Salta,Argentina,South_America,,,,,,,,,,,,,370904.0
234,234,Santa_Fe_de_la_Vera_Cruz,Argentina,South_America,8387.0,21987.0,14002.0,14.0,35435.0,280.0,90109.0,1.0,19909.0,3359.0,30.0,1300.0,
235,235,Resistencia,Argentina,South_America,15007.0,42775.0,24148.0,32.0,58503.0,274.0,143641.0,0.0,31021.0,5073.0,18.0,1161.0,292287.0
236,236,Posadas,Argentina,South_America,9899.0,28023.0,15888.0,30.0,38264.0,335.0,92603.0,0.0,20234.0,3125.0,42.0,1612.0,210755.0
237,237,Corrientes,Argentina,South_America,,,,,,,,,,,,,258103.0
238,238,El_Alto,Bolivia,South_America,46362.0,139891.0,72932.0,40.0,168793.0,958.0,389233.0,0.0,82725.0,10810.0,49.0,4316.0,647350.0
239,239,Medellin,Colombia,South_America,,,,,,,,,,,,,
240,240,Cali,Colombia,South_America,,,,,,,,,,,,,2075380.0
241,241,Cartagena_de_Indias,Colombia,South_America,19667.0,53050.0,27984.0,75.0,59822.0,640.0,127415.0,0.0,27262.0,3331.0,32.0,2520.0,
242,242,Pereira,Colombia,South_America,,,,,,,,,,,,,428397.0
243,243,Maracaibo,Venezuela,South_America,,,,,,,,,,,,,1706547.0
244,244,Chiclayo,Peru,South_America,4146.0,11394.0,6418.0,8.0,14593.0,125.0,33214.0,0.0,7002.0,948.0,2.0,512.0,500561.0
245,245,Puente_Alto,Chile,South_America,,,,,,,,,,,,,492603.0
246,246,Vina_del_Mar,Chile,South_America,11967.0,29976.0,16321.0,48.0,33824.0,568.0,69253.0,1.0,15208.0,1457.0,45.0,2265.0,
247,247,Talca,Chile,South_America,10123.0,27065.0,14686.0,72.0,31932.0,422.0,69138.0,0.0,14886.0,1912.0,44.0,1717.0,191154.0
248,248,Novosibirsk,Russia,Asia,55698.0,155869.0,78790.0,308.0,169682.0,3074.0,360200.0,0.0,80269.0,8212.0,232.0,13217.0,1405569.0
249,249,Yekaterinburg,Russia,Asia,67587.0,191275.0,97166.0,485.0,216044.0,3778.0,474881.0,0.0,108115.0,11125.0,376.0,16867.0,
250,250,Yakutsk,Russia,Asia,7489.0,18402.0,9109.0,84.0,16769.0,245.0,29786.0,0.0,6604.0,443.0,13.0,828.0,254635.0
